DateTime,True_Value,weekofyear,holiday_week_count,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,season
2008-08-25,30.520699999999998,35,0,32.31413333333333,47.88643333333333,112.26231666666666,107.179,137.59423333333334,137.87393333333333,144.3394,Summer
2008-09-01,67.8646,36,0,30.520699999999998,32.31413333333333,47.88643333333333,112.26231666666666,107.179,137.59423333333334,137.87393333333333,Autumn
2008-09-08,157.03956666666667,37,0,67.8646,30.520699999999998,32.31413333333333,47.88643333333333,112.26231666666666,107.179,137.59423333333334,Autumn
2008-09-15,163.12273333333334,38,0,157.03956666666667,67.8646,30.520699999999998,32.31413333333333,47.88643333333333,112.26231666666666,107.179,Autumn
2008-09-22,166.02403333333334,39,0,163.12273333333334,157.03956666666667,67.8646,30.520699999999998,32.31413333333333,47.88643333333333,112.26231666666666,Autumn
2008-09-29,181.23493333333334,40,0,166.02403333333334,163.12273333333334,157.03956666666667,67.8646,30.520699999999998,32.31413333333333,47.88643333333333,Autumn
2008-10-06,187.992,41,0,181.23493333333334,166.02403333333334,163.12273333333334,157.03956666666667,67.8646,30.520699999999998,32.31413333333333,Autumn
2008-10-13,202.1411,42,0,187.992,181.23493333333334,166.02403333333334,163.12273333333334,157.03956666666667,67.8646,30.520699999999998,Autumn
2008-10-20,218.25326666666666,43,0,202.1411,187.992,181.23493333333334,166.02403333333334,163.12273333333334,157.03956666666667,67.8646,Autumn
2008-10-27,171.97938333333332,44,0,218.25326666666666,202.1411,187.992,181.23493333333334,166.02403333333334,163.12273333333334,157.03956666666667,Autumn
2008-11-03,131.8835,45,1,171.97938333333332,218.25326666666666,202.1411,187.992,181.23493333333334,166.02403333333334,163.12273333333334,Autumn
2008-11-10,238.84963333333334,46,0,131.8835,171.97938333333332,218.25326666666666,202.1411,187.992,181.23493333333334,166.02403333333334,Autumn
2008-11-17,240.4493,47,1,238.84963333333334,131.8835,171.97938333333332,218.25326666666666,202.1411,187.992,181.23493333333334,Autumn
2008-11-24,254.78875,48,0,240.4493,238.84963333333334,131.8835,171.97938333333332,218.25326666666666,202.1411,187.992,Autumn
2008-12-01,248.65966666666665,49,0,254.78875,240.4493,238.84963333333334,131.8835,171.97938333333332,218.25326666666666,202.1411,Winter
2008-12-08,236.75126666666665,50,0,248.65966666666665,254.78875,240.4493,238.84963333333334,131.8835,171.97938333333332,218.25326666666666,Winter
2008-12-15,218.65456666666665,51,0,236.75126666666665,248.65966666666665,254.78875,240.4493,238.84963333333334,131.8835,171.97938333333332,Winter
2008-12-22,240.30846666666667,52,0,218.65456666666665,236.75126666666665,248.65966666666665,254.78875,240.4493,238.84963333333334,131.8835,Winter
2008-12-29,174.17766666666665,1,1,240.30846666666667,218.65456666666665,236.75126666666665,248.65966666666665,254.78875,240.4493,238.84963333333334,Winter
2009-01-05,205.85196666666667,2,1,174.17766666666665,240.30846666666667,218.65456666666665,236.75126666666665,248.65966666666665,254.78875,240.4493,Winter
2009-01-12,214.33866666666665,3,0,205.85196666666667,174.17766666666665,240.30846666666667,218.65456666666665,236.75126666666665,248.65966666666665,254.78875,Winter
2009-01-19,274.44468333333333,4,0,214.33866666666665,205.85196666666667,174.17766666666665,240.30846666666667,218.65456666666665,236.75126666666665,248.65966666666665,Winter
2009-01-26,222.40433333333334,5,0,274.44468333333333,214.33866666666665,205.85196666666667,174.17766666666665,240.30846666666667,218.65456666666665,236.75126666666665,Winter
2009-02-02,242.38036666666667,6,0,222.40433333333334,274.44468333333333,214.33866666666665,205.85196666666667,174.17766666666665,240.30846666666667,218.65456666666665,Winter
2009-02-09,250.7973,7,0,242.38036666666667,222.40433333333334,274.44468333333333,214.33866666666665,205.85196666666667,174.17766666666665,240.30846666666667,Winter
2009-02-16,224.70393333333334,8,0,250.7973,242.38036666666667,222.40433333333334,274.44468333333333,214.33866666666665,205.85196666666667,174.17766666666665,Winter
2009-02-23,175.45916666666668,9,0,224.70393333333334,250.7973,242.38036666666667,222.40433333333334,274.44468333333333,214.33866666666665,205.85196666666667,Winter
2009-03-02,195.32451666666665,10,0,175.45916666666668,224.70393333333334,250.7973,242.38036666666667,222.40433333333334,274.44468333333333,214.33866666666665,Spring
2009-03-09,210.92593333333332,11,0,195.32451666666665,175.45916666666668,224.70393333333334,250.7973,242.38036666666667,222.40433333333334,274.44468333333333,Spring
2009-03-16,216.73515,12,0,210.92593333333332,195.32451666666665,175.45916666666668,224.70393333333334,250.7973,242.38036666666667,222.40433333333334,Spring
2009-03-23,182.56116666666665,13,0,216.73515,210.92593333333332,195.32451666666665,175.45916666666668,224.70393333333334,250.7973,242.38036666666667,Spring
2009-03-30,206.34156666666667,14,0,182.56116666666665,216.73515,210.92593333333332,195.32451666666665,175.45916666666668,224.70393333333334,250.7973,Spring
2009-04-06,191.52996666666667,15,0,206.34156666666667,182.56116666666665,216.73515,210.92593333333332,195.32451666666665,175.45916666666668,224.70393333333334,Spring
2009-04-13,215.17633333333333,16,1,191.52996666666667,206.34156666666667,182.56116666666665,216.73515,210.92593333333332,195.32451666666665,175.45916666666668,Spring
2009-04-20,176.8363,17,0,215.17633333333333,191.52996666666667,206.34156666666667,182.56116666666665,216.73515,210.92593333333332,195.32451666666665,Spring
2009-04-27,181.36403333333334,18,0,176.8363,215.17633333333333,191.52996666666667,206.34156666666667,182.56116666666665,216.73515,210.92593333333332,Spring
2009-05-04,189.82166666666666,19,1,181.36403333333334,176.8363,215.17633333333333,191.52996666666667,206.34156666666667,182.56116666666665,216.73515,Spring
2009-05-11,178.29333333333332,20,1,189.82166666666666,181.36403333333334,176.8363,215.17633333333333,191.52996666666667,206.34156666666667,182.56116666666665,Spring
2009-05-18,177.7102,21,0,178.29333333333332,189.82166666666666,181.36403333333334,176.8363,215.17633333333333,191.52996666666667,206.34156666666667,Spring
2009-05-25,162.44903333333332,22,1,177.7102,178.29333333333332,189.82166666666666,181.36403333333334,176.8363,215.17633333333333,191.52996666666667,Spring
2009-06-01,156.08505,23,1,162.44903333333332,177.7102,178.29333333333332,189.82166666666666,181.36403333333334,176.8363,215.17633333333333,Summer
2009-06-08,142.91423333333333,24,0,156.08505,162.44903333333332,177.7102,178.29333333333332,189.82166666666666,181.36403333333334,176.8363,Summer
2009-06-15,170.98181666666667,25,0,142.91423333333333,156.08505,162.44903333333332,177.7102,178.29333333333332,189.82166666666666,181.36403333333334,Summer
2009-06-22,130.09523333333334,26,0,170.98181666666667,142.91423333333333,156.08505,162.44903333333332,177.7102,178.29333333333332,189.82166666666666,Summer
2009-06-29,140.02253333333334,27,0,130.09523333333334,170.98181666666667,142.91423333333333,156.08505,162.44903333333332,177.7102,178.29333333333332,Summer
2009-07-06,135.3513,28,0,140.02253333333334,130.09523333333334,170.98181666666667,142.91423333333333,156.08505,162.44903333333332,177.7102,Summer
2009-07-13,106.46176666666666,29,0,135.3513,140.02253333333334,130.09523333333334,170.98181666666667,142.91423333333333,156.08505,162.44903333333332,Summer
2009-07-20,96.55676666666666,30,1,106.46176666666666,135.3513,140.02253333333334,130.09523333333334,170.98181666666667,142.91423333333333,156.08505,Summer
2009-07-27,81.88836666666667,31,0,96.55676666666666,106.46176666666666,135.3513,140.02253333333334,130.09523333333334,170.98181666666667,142.91423333333333,Summer
2009-08-03,87.83323333333334,32,0,81.88836666666667,96.55676666666666,106.46176666666666,135.3513,140.02253333333334,130.09523333333334,170.98181666666667,Summer
2009-08-10,78.22626666666666,33,0,87.83323333333334,81.88836666666667,96.55676666666666,106.46176666666666,135.3513,140.02253333333334,130.09523333333334,Summer
2009-08-17,114.41838333333334,34,1,78.22626666666666,87.83323333333334,81.88836666666667,96.55676666666666,106.46176666666666,135.3513,140.02253333333334,Summer
2009-08-24,129.4418,35,0,114.41838333333334,78.22626666666666,87.83323333333334,81.88836666666667,96.55676666666666,106.46176666666666,135.3513,Summer
2009-08-31,137.8457,36,0,129.4418,114.41838333333334,78.22626666666666,87.83323333333334,81.88836666666667,96.55676666666666,106.46176666666666,Summer
2009-09-07,140.71466666666666,37,0,137.8457,129.4418,114.41838333333334,78.22626666666666,87.83323333333334,81.88836666666667,96.55676666666666,Autumn
2009-09-14,169.08236666666667,38,0,140.71466666666666,137.8457,129.4418,114.41838333333334,78.22626666666666,87.83323333333334,81.88836666666667,Autumn
2009-09-21,189.7722,39,0,169.08236666666667,140.71466666666666,137.8457,129.4418,114.41838333333334,78.22626666666666,87.83323333333334,Autumn
2009-09-28,162.2767,40,0,189.7722,169.08236666666667,140.71466666666666,137.8457,129.4418,114.41838333333334,78.22626666666666,Autumn
2009-10-05,166.26923333333332,41,0,162.2767,189.7722,169.08236666666667,140.71466666666666,137.8457,129.4418,114.41838333333334,Autumn
2009-10-12,191.37568333333334,42,0,166.26923333333332,162.2767,189.7722,169.08236666666667,140.71466666666666,137.8457,129.4418,Autumn
2009-10-19,197.24186666666665,43,0,191.37568333333334,166.26923333333332,162.2767,189.7722,169.08236666666667,140.71466666666666,137.8457,Autumn
2009-10-26,216.37936666666667,44,0,197.24186666666665,191.37568333333334,166.26923333333332,162.2767,189.7722,169.08236666666667,140.71466666666666,Autumn
2009-11-02,184.72663333333333,45,1,216.37936666666667,197.24186666666665,191.37568333333334,166.26923333333332,162.2767,189.7722,169.08236666666667,Autumn
2009-11-09,208.20098333333334,46,0,184.72663333333333,216.37936666666667,197.24186666666665,191.37568333333334,166.26923333333332,162.2767,189.7722,Autumn
2009-11-16,211.41479999999999,47,1,208.20098333333334,184.72663333333333,216.37936666666667,197.24186666666665,191.37568333333334,166.26923333333332,162.2767,Autumn
2009-11-23,236.70476666666667,48,0,211.41479999999999,208.20098333333334,184.72663333333333,216.37936666666667,197.24186666666665,191.37568333333334,166.26923333333332,Autumn
2009-11-30,205.72899999999998,49,0,236.70476666666667,211.41479999999999,208.20098333333334,184.72663333333333,216.37936666666667,197.24186666666665,191.37568333333334,Autumn
2009-12-07,229.4286,50,0,205.72899999999998,236.70476666666667,211.41479999999999,208.20098333333334,184.72663333333333,216.37936666666667,197.24186666666665,Winter
2009-12-14,223.38203333333334,51,0,229.4286,205.72899999999998,236.70476666666667,211.41479999999999,208.20098333333334,184.72663333333333,216.37936666666667,Winter
2009-12-21,203.00573333333332,52,0,223.38203333333334,229.4286,205.72899999999998,236.70476666666667,211.41479999999999,208.20098333333334,184.72663333333333,Winter
2009-12-28,247.49886666666666,53,1,203.00573333333332,223.38203333333334,229.4286,205.72899999999998,236.70476666666667,211.41479999999999,208.20098333333334,Winter
2010-01-04,215.57704999999999,1,1,247.49886666666666,203.00573333333332,223.38203333333334,229.4286,205.72899999999998,236.70476666666667,211.41479999999999,Winter
2010-01-11,232.12766666666667,2,0,215.57704999999999,247.49886666666666,203.00573333333332,223.38203333333334,229.4286,205.72899999999998,236.70476666666667,Winter
2010-01-18,258.8346,3,0,232.12766666666667,215.57704999999999,247.49886666666666,203.00573333333332,223.38203333333334,229.4286,205.72899999999998,Winter
2010-01-25,258.75315,4,0,258.8346,232.12766666666667,215.57704999999999,247.49886666666666,203.00573333333332,223.38203333333334,229.4286,Winter
2010-02-01,256.1232,5,0,258.75315,258.8346,232.12766666666667,215.57704999999999,247.49886666666666,203.00573333333332,223.38203333333334,Winter
2010-02-08,273.27566666666667,6,0,256.1232,258.75315,258.8346,232.12766666666667,215.57704999999999,247.49886666666666,203.00573333333332,Winter
2010-02-15,229.48183333333333,7,0,273.27566666666667,256.1232,258.75315,258.8346,232.12766666666667,215.57704999999999,247.49886666666666,Winter
2010-02-22,229.4187,8,0,229.48183333333333,273.27566666666667,256.1232,258.75315,258.8346,232.12766666666667,215.57704999999999,Winter
2010-03-01,185.85613333333333,9,0,229.4187,229.48183333333333,273.27566666666667,256.1232,258.75315,258.8346,232.12766666666667,Spring
2010-03-08,137.3938,10,0,185.85613333333333,229.4187,229.48183333333333,273.27566666666667,256.1232,258.75315,258.8346,Spring
2010-03-15,215.3472,11,0,137.3938,185.85613333333333,229.4187,229.48183333333333,273.27566666666667,256.1232,258.75315,Spring
2010-03-22,184.58596666666668,12,0,215.3472,137.3938,185.85613333333333,229.4187,229.48183333333333,273.27566666666667,256.1232,Spring
2010-03-29,206.95006666666666,13,0,184.58596666666668,215.3472,137.3938,185.85613333333333,229.4187,229.48183333333333,273.27566666666667,Spring
2010-04-05,196.34673333333333,14,1,206.95006666666666,184.58596666666668,215.3472,137.3938,185.85613333333333,229.4187,229.48183333333333,Spring
2010-04-12,175.63698333333332,15,0,196.34673333333333,206.95006666666666,184.58596666666668,215.3472,137.3938,185.85613333333333,229.4187,Spring
2010-04-19,189.162,16,0,175.63698333333332,196.34673333333333,206.95006666666666,184.58596666666668,215.3472,137.3938,185.85613333333333,Spring
2010-04-26,169.98096666666666,17,0,189.162,175.63698333333332,196.34673333333333,206.95006666666666,184.58596666666668,215.3472,137.3938,Spring
2010-05-03,154.34199999999998,18,1,169.98096666666666,189.162,175.63698333333332,196.34673333333333,206.95006666666666,184.58596666666668,215.3472,Spring
2010-05-10,180.55576666666667,19,1,154.34199999999998,169.98096666666666,189.162,175.63698333333332,196.34673333333333,206.95006666666666,184.58596666666668,Spring
2010-05-17,209.275,20,1,180.55576666666667,154.34199999999998,169.98096666666666,189.162,175.63698333333332,196.34673333333333,206.95006666666666,Spring
2010-05-24,170.34816666666666,21,1,209.275,180.55576666666667,154.34199999999998,169.98096666666666,189.162,175.63698333333332,196.34673333333333,Spring
2010-05-31,172.7331,22,0,170.34816666666666,209.275,180.55576666666667,154.34199999999998,169.98096666666666,189.162,175.63698333333332,Spring
2010-06-07,163.88533333333334,23,0,172.7331,170.34816666666666,209.275,180.55576666666667,154.34199999999998,169.98096666666666,189.162,Summer
2010-06-14,174.15641666666667,24,0,163.88533333333334,172.7331,170.34816666666666,209.275,180.55576666666667,154.34199999999998,169.98096666666666,Summer
2010-06-21,168.36753333333334,25,0,174.15641666666667,163.88533333333334,172.7331,170.34816666666666,209.275,180.55576666666667,154.34199999999998,Summer
2010-06-28,145.84656666666666,26,0,168.36753333333334,174.15641666666667,163.88533333333334,172.7331,170.34816666666666,209.275,180.55576666666667,Summer
2010-07-05,150.24601666666666,27,0,145.84656666666666,168.36753333333334,174.15641666666667,163.88533333333334,172.7331,170.34816666666666,209.275,Summer
2010-07-12,126.57503333333334,28,0,150.24601666666666,145.84656666666666,168.36753333333334,174.15641666666667,163.88533333333334,172.7331,170.34816666666666,Summer
2010-07-19,127.78338333333333,29,1,126.57503333333334,150.24601666666666,145.84656666666666,168.36753333333334,174.15641666666667,163.88533333333334,172.7331,Summer
2010-07-26,119.94703333333334,30,0,127.78338333333333,126.57503333333334,150.24601666666666,145.84656666666666,168.36753333333334,174.15641666666667,163.88533333333334,Summer
2010-08-02,76.25233333333334,31,0,119.94703333333334,127.78338333333333,126.57503333333334,150.24601666666666,145.84656666666666,168.36753333333334,174.15641666666667,Summer
2010-08-09,63.463166666666666,32,0,76.25233333333334,119.94703333333334,127.78338333333333,126.57503333333334,150.24601666666666,145.84656666666666,168.36753333333334,Summer
2010-08-16,81.5123,33,1,63.463166666666666,76.25233333333334,119.94703333333334,127.78338333333333,126.57503333333334,150.24601666666666,145.84656666666666,Summer
2010-08-23,124.55796666666667,34,0,81.5123,63.463166666666666,76.25233333333334,119.94703333333334,127.78338333333333,126.57503333333334,150.24601666666666,Summer
2010-08-30,151.62326666666667,35,0,124.55796666666667,81.5123,63.463166666666666,76.25233333333334,119.94703333333334,127.78338333333333,126.57503333333334,Summer
2010-09-06,169.7844,36,0,151.62326666666667,124.55796666666667,81.5123,63.463166666666666,76.25233333333334,119.94703333333334,127.78338333333333,Autumn
2010-09-13,157.9035,37,0,169.7844,151.62326666666667,124.55796666666667,81.5123,63.463166666666666,76.25233333333334,119.94703333333334,Autumn
2010-09-20,151.7416,38,0,157.9035,169.7844,151.62326666666667,124.55796666666667,81.5123,63.463166666666666,76.25233333333334,Autumn
2010-09-27,159.87795027364135,39,0,151.7416,157.9035,169.7844,151.62326666666667,124.55796666666667,81.5123,63.463166666666666,Autumn
